url,ssl,age,status_code,blacklisted_words,is_phishing
aol-104102.weeblysite.com/,FALSE,3736,404,[],1
workers.dev,TRUE,1492,200,[],0
pinterest.com,TRUE,4853,200,"['gift', 'real', 'fast']",0
ozon.ru,FALSE,9162,403,[],0
mayojars.com/index.html,FALSE,391,404,[],1
timeanddate.com,TRUE,9482,200,[],0
wildberries.ru,TRUE,6920,200,"['seller', 'buyer']",0
dnsimple.com,TRUE,4722,200,"['trusted', 'seller', 'fast']",0
foursquare.com,TRUE,7656,200,[],0
whatsapp.net,TRUE,5133,200,"['real', 'trusted', 'seller', 'fast']",0
att-109426.weeblysite.com/,FALSE,3736,404,[],1
shutterstock.com,FALSE,7184,406,[],0
www.otgexpress.com/wp-admin/terme.html,FALSE,1881,404,[],1
jsrmusik.com/cm/index.htm,TRUE,6082,200,['real'],1
4gc-039-5g8vw-e0pci9bwg-0rf8q-0edchw-08rgfe.obs.af-south-1.myhuaweicloud.com/3h048gif-3gh49-82wegfb-0q8egf-08wegf-q8egfq.html?AWSAccessKeyId=MIVCQWWDRWYWPJRR88BI&Expires=1680768982&Signature=HpP3V/3sQww7n0blh1RUpyPowEI%3D,TRUE,1972,200,[],1
googleadservices.com,FALSE,7206,404,[],0
binance.com,TRUE,2171,200,"['gift', 'real', 'trusted', 'fast']",0
theregister.com,FALSE,9750,403,[],0
paloaltonetworks.com,TRUE,6593,200,"['surprise', 'real', 'trusted', 'fast']",0
app.link,FALSE,2916,403,[],0
sagepub.com,TRUE,12353,200,"['spam', 'trusted', 'seller', 'fast']",0
manatoki215.net,TRUE,57,200,[],0
victecenter.cc/made/,FALSE,27,403,[],1
verfyacounthelp.start.page/,TRUE,726,200,['real'],1
bafybeiezxzqjgxfispicvskwwa5fbwoywjs5nyj44vexk7wze4ztildxs4.ipfs.dweb.link/igauth.html?contactus@beroe-inc.com%20,FALSE,2208,410,[],1
intrinsicallytoxic.cn/9ce2dX99SmBcaGNzZ15fcmZxdUkydQV9e3NteVkqPQk6KSpETx8vGDYoSVsfNn1HQUMbPRstRQEHQQpBahUTRztOVip0JF8E?pzuz1678329290976,TRUE,96,200,[],1
google.com.hk,TRUE,7911,200,['trusted'],0
acount.jdhbw.com/jp,TRUE,372,200,[],1
bloomberg.com,TRUE,10756,200,[],0
ctfile.com,TRUE,3012,200,[],0
quizlet.com,FALSE,6814,403,[],0
rfioof-fjdsd-mail-100485.weeblysite.com/,FALSE,3736,404,[],1
info.radiusthermacell.com/s/PSgn,FALSE,1812,403,[],1
u1965047.plsk.regruhosting.ru/221/,TRUE,5442,200,[],1
so.com,FALSE,8732,200,['real'],0
bigcommerce.com,FALSE,8798,403,[],0
zblilotin.hosted.phplist.com/lists/lt.php?tid=cU1UBQJUVgBUVUgAXwdUS1IFV1ROXFYEWx4CVVNRAFVYVQRRAQNOVAdUUARTUABLXgVRV05QA1NSHlQCAABLAAwEWQYBBlEBAQcATAUFUgNfAAsGTgIDVAEeAV9TU0sIXVMCHQpWBldVBQYGAwBSXw,FALSE,8386,403,['real'],1
u1965047.plsk.regruhosting.ru/43/,TRUE,5442,200,[],1
u1965047.plsk.regruhosting.ru/233/,TRUE,5442,200,[],1
about.com,TRUE,8766,200,"['real', 'trusted']",0
lnkd.in/g-pBvKSh?id=613229,TRUE,5085,200,['real'],1
pki.goog,TRUE,2463,200,['trusted'],0
teamviewer.com,TRUE,6745,200,"['real', 'trusted', 'fast']",0
u1965047.plsk.regruhosting.ru/244/,TRUE,5442,200,[],1
u1965047.plsk.regruhosting.ru/126/,TRUE,5442,200,"['gift', 'seller']",1
fedex.com,TRUE,11702,200,[],0
skjdfi.samcart.com/products/lapopso,FALSE,3399,403,[],1
bafybeibe7opkhzqo7kl2ag4x5rdc4a6tzw54d45u3lopr3lwrt2gbyuhvu.ipfs.w3s.link/,TRUE,258,200,[],1
u1965047.plsk.regruhosting.ru/24/,TRUE,5442,200,[],1
google.ru,TRUE,6947,200,['trusted'],0
bankofamerica.com,TRUE,8840,200,"['scam', 'phishing', 'real', 'fast']",0
gutenberg.org,TRUE,9597,200,['gift'],0
u1965047.plsk.regruhosting.ru/72/,TRUE,5442,200,"['gift', 'seller']",1
aol-107616.weeblysite.com/,FALSE,3736,404,[],1
huolala.cn,TRUE,3536,200,[],0
aol-101875.weeblysite.com/,FALSE,3736,404,[],1
sky.com,TRUE,12764,200,"['gift', 'real', 'fast']",0
tplinkcloud.com,TRUE,3253,200,['fast'],0
businesswire.com,TRUE,9898,200,"['real', 'trusted']",0
vinted.642145.xyz/akxevfxp?from_sms=1,FALSE,0,403,[],1
intermedia.net,TRUE,10085,200,"['phishing', 'real', 'trusted', 'seller']",0
hootsuite.com,TRUE,5162,200,"['real', 'trusted', 'seller']",0
discord.media,TRUE,1794,200,[],0
archive.authorify.com/wp-admin/onedrive/index.php,TRUE,2526,200,[],1
www.gov.uk,TRUE,9719,200,"['spam', 'fast']",0
dinhcaocongnghe.com/one/Active92.php,FALSE,3292,404,[],1
andergc.com/sec.html,TRUE,11,200,[],1
hotjar.com,TRUE,5891,200,"['real', 'trusted', 'fast']",0
issuu.com,TRUE,5806,200,"['real', 'trusted', 'fast']",0
bit.ly,TRUE,5411,200,['fast'],0
indianexpress.com,TRUE,7601,200,"['scam', 'gift', 'surprise', 'real', 'trusted']",0
u1965047.plsk.regruhosting.ru/196/,TRUE,5442,200,[],1
t-servis.com/ewa/Shareviddeee.html,TRUE,6127,200,[],1
ume.la/nGh59s,TRUE,2617,200,[],1
americanexpress.com,TRUE,10143,200,"['fraud', 'gift']",0
techservise.com/wp-admin/CCICFR/15072/Login.html,FALSE,1045,406,[],1
ipfs.io/ipfs/QmSjnb9VXgMbs7jZxGqKDZHGxtHQXZ8KZzD87rHruE1cm9,TRUE,3222,200,"['gift', 'fast']",1
meumundomaisdigital.com.br/wp-content/plugins/super-links/application/helpers/super-links-proxy.php?bafkreibylfkgitjydtsxygauv2mtjg7nz54lw3c2qupe6zlfiee6sn6y3m.ipfs.dweb.link/,FALSE,1090,406,[],1
zcool.com.cn,TRUE,6264,200,['gift'],0
u1965047.plsk.regruhosting.ru/189/,TRUE,5442,200,"['gift', 'seller']",1
u1965047.plsk.regruhosting.ru/59/,TRUE,5442,200,[],1
t.co/eruKiBx2Lv,FALSE,4703,403,[],1
matterport.com,TRUE,4294,200,"['real', 'trusted', 'seller', 'buyer', 'fast']",0
aol-109456.weeblysite.com/,FALSE,3736,404,[],1
stumbleupon.com,TRUE,7796,200,[],0
opendns.com,TRUE,7129,200,"['phishing', 'fast']",0
cnbc.com,TRUE,9294,200,"['real', 'buyer', 'fast']",0
att-yahoo-mail-100150.weeblysite.com/,FALSE,3736,404,[],1
82e1.short.gy/QGs1PH,FALSE,780,403,"['fraud', 'phishing']",1
www.direct3.smbc.co.jp.aib.tbaotmko.com/sanjin/client/index.php,FALSE,90,404,[],1
googlevideo.com,TRUE,7231,200,['trusted'],0
yandex.com,TRUE,8935,200,[],0
sharethrough.com,TRUE,5193,200,"['scam', 'fraud', 'real', 'trusted', 'buyer']",0
kaspersky.com,TRUE,9285,200,"['scam', 'fraud', 'phishing', 'real', 'fast']",0
www.direct3.smbc.co.jp.aib.tbaotmko.com/ibg/client/home.php,TRUE,90,200,"['phishing', 'real']",1
cryptocurrency.su/,TRUE,943,200,[],1
u1965047.plsk.regruhosting.ru/21/,TRUE,5442,200,[],1
att-104247-102716.weeblysite.com/,FALSE,3736,404,[],1
torob.com,FALSE,6637,200,['real'],0
google.com.br,TRUE,8699,200,['trusted'],0
u1965047.plsk.regruhosting.ru/127/,TRUE,5442,200,[],1
aol-104495.weeblysite.com/,FALSE,3736,404,[],1
cosmopolitan.com,TRUE,9365,200,"['scam', 'fraud', 'gift', 'surprise', 'real', 'legit', 'seller', 'fast']",0
forbes.com,TRUE,10860,200,"['gift', 'real', 'seller', 'fast']",0
nuclearenergytruth.org/,TRUE,947,200,[],1
pst.193-42-32-232.cprapid.com/,TRUE,1396,200,[],1
indiatimes.com,TRUE,9606,200,['real'],0
u1965047.plsk.regruhosting.ru/140/,TRUE,5442,200,"['gift', 'seller']",1
extensionapp.webflow.io/wallet,FALSE,3596,404,[],1
quillbot.com,FALSE,1907,403,[],0
zvw.uniontoy.top/,TRUE,12,200,[],1
dsan97.webwave.dev/,TRUE,1472,200,"['seller', 'fast']",1
onliebchs.com/2FB4F3316/86AB06EB.php?login=abuse@optusnet.com.au,TRUE,31,200,[],1
addthis.com,TRUE,9056,200,['trusted'],0
yelp.com,TRUE,7029,200,"['gift', 'real']",0
rkdms.com,TRUE,7337,200,[],0
ddys.art,TRUE,152,200,[],0
u1965047.plsk.regruhosting.ru/228/,TRUE,5442,200,[],1
rapid7.com,TRUE,8325,200,"['real', 'seller', 'fast']",0
u1965047.plsk.regruhosting.ru/19/,TRUE,5442,200,"['gift', 'seller']",1
u1965047.plsk.regruhosting.ru/237/,TRUE,5442,200,"['gift', 'seller']",1
douban.com,FALSE,6748,418,[],0
starmakerstudios.com,TRUE,5776,200,[],0
bertchange.ru/,FALSE,2,521,[],1
shorturl.ac/app,TRUE,1206,200,['fast'],1
cdnvideo.ru,TRUE,5088,200,[],0
www.blocco-coinbase-operativo.147-182-150-191.cprapid.com/signin.php?cmd=login_submit&id=03d6c53d062198d84c838440aaa3d59b03d6c53d062198d84c838440aaa3d59b&session=03d6c53d062198d84c838440aaa3d59b03d6c53d062198d84c838440aaa3d59b,TRUE,1396,200,['fast'],1
aol-109860.weeblysite.com/,FALSE,3736,404,[],1
instagram.com,TRUE,6855,200,"['real', 'trusted', 'seller', 'fast']",0
u1965047.plsk.regruhosting.ru/133/,TRUE,5442,200,"['gift', 'seller']",1
newrelic.com,TRUE,6171,200,"['real', 'trusted', 'fast']",0
idhep74857394092384.com/pageclid=49582394829582344/?step=1,FALSE,3,403,[],1
www.vdmtbtm.com/ibg/client/home.php,TRUE,12,200,"['phishing', 'real']",1
nature.com,TRUE,10440,200,['real'],0
fzhjrc.webwave.dev/,TRUE,1472,200,[],1
form.jotform.com/230382941902555,TRUE,6332,200,[],1
reka-protocol.xyz,TRUE,99,200,[],1
u1965047.plsk.regruhosting.ru/26/,TRUE,5442,200,[],1
watchguard.com,TRUE,9792,200,"['trusted', 'seller', 'fast']",0
sc.link/wP0m,TRUE,999,200,[],1
worldiscoveryperu.com,FALSE,1938,406,[],1
u1965047.plsk.regruhosting.ru/231/,TRUE,5442,200,[],1
wikidot.com,TRUE,6162,200,['gift'],0
miui.com,FALSE,7767,200,[],0
u1965047.plsk.regruhosting.ru/11/,TRUE,5442,200,"['gift', 'seller']",1
inmotionhosting.com,TRUE,8060,200,"['gift', 'trusted', 'seller', 'fast']",0
toptoolsencryption.xyz,TRUE,31,200,['seller'],1
scorecardresearch.com,TRUE,5610,200,[],0
wp.pl,TRUE,9084,200,['real'],0
bit.ly/3ZPjKIY,TRUE,5412,302,"['scam', 'gift', 'real', 'trusted', 'seller']",1
googletagmanager.com,FALSE,4138,400,[],0
drom.ru,TRUE,8082,200,['real'],0
weebly.com,TRUE,6192,200,"['real', 'seller']",0
supjav.com,FALSE,970,403,[],0
u1965047.plsk.regruhosting.ru/214/,TRUE,5442,200,[],1
debian.org,TRUE,8768,200,['real'],0
pubnub.com,TRUE,4700,200,"['real', 'fast']",0
jamanetwork.com,FALSE,5756,403,[],0
ilovepdf.com,TRUE,4834,200,"['trusted', 'fast']",0
s3.amazonaws.com/appforest_uf/f1678470013186x733529060616370700/index%20(15).html,TRUE,6416,200,[],1
u1965047.plsk.regruhosting.ru/115/,TRUE,5442,200,[],1
u1959098.plsk.regruhosting.ru/?id=1986474543,FALSE,5442,403,['fast'],1
uncuaderno.com/wp-includes/css/br/en/,FALSE,1024,200,[],1
www.zitocaffe.com/passport.alibaba.com/Alibab.htm,FALSE,1413,404,[],1
roku.com,TRUE,6916,200,"['spam', 'gift', 'fast']",0
softonic.com,TRUE,8444,200,"['spam', 'scam', 'real', 'fast']",0
u1965047.plsk.regruhosting.ru/109/,TRUE,5442,200,[],1
upwork.com,FALSE,7711,403,[],0
u1956613.plsk.regruhosting.ru/795/,TRUE,5442,200,[],1
zendesk.com,FALSE,6509,403,[],0
launchdarkly.com,TRUE,3162,200,"['real', 'fast']",0
att-107401-107893.weeblysite.com/,FALSE,3736,404,[],1
postgresql.org,TRUE,9637,200,[],0
salesforce.com,TRUE,8866,200,"['real', 'trusted', 'fast']",0
smugmug.com,TRUE,7523,200,"['gift', 'real', 'fast']",0
calendly.com,TRUE,3665,200,['fast'],0
u1965047.plsk.regruhosting.ru/145/,TRUE,5442,200,[],1
bffmortgage.myportfolio.com/,TRUE,9358,200,[],1
stackoverflow.com,TRUE,7015,200,"['real', 'trusted']",0
myspace.com,TRUE,9880,200,"['spam', 'surprise', 'real']",0
forter.com,FALSE,8081,403,[],0
sapporo-kaikou.com/jp.php,TRUE,361,200,[],1
windowsazure.com,TRUE,5302,200,"['fraud', 'real', 'trusted', 'fast']",0
hbo.com,TRUE,10035,200,"['real', 'fast']",0
academy4life.ru/catalog/usa/,TRUE,1084,200,['gift'],1
foxnews.com,TRUE,10126,200,"['real', 'fast']",0
networkadvertising.org,FALSE,8531,503,[],0
duddjuoduuwf.godaddysites.com/,TRUE,3401,200,['seller'],1
demo.dctitan.com/webset/net.html,TRUE,3814,200,[],1
es.lngdirect-soportes.com/,TRUE,0,200,['phishing'],1
aol.com,TRUE,10125,200,"['scam', 'phishing', 'surprise', 'real', 'buyer', 'fast']",0
infobae.com,TRUE,7646,200,"['scam', 'real', 'legit']",0
click.pstmrk.it/2s/skjdfi.samcart.com/products/lapopso/g2-TIjkN/FZKf/FPeFucykng,FALSE,4709,403,[],1
u1965047.plsk.regruhosting.ru/174/,TRUE,5442,200,[],1
smartsheet.com,TRUE,8001,200,"['gift', 'real', 'trusted', 'fast']",0
kde.org,TRUE,9584,200,[],0
stage2sports.com/wp-content/uploads/sharepoint.com.axp/sharefile/cda.php?id=d9175bb33e3572ad0e19c6343b9abfc9d9175bb33e3572ad0e19c6343b9abfc9&amp;session=d9175bb33e3572ad0e19c6343b9abfc9d9175bb33e3572ad0e19c6343b9abfc9,TRUE,185,200,[],1
yumeconsulting.it/inse.nhpn/login.jsp.php,FALSE,2042,404,[],1
wwwinfoview.hotaeoview.com/,TRUE,20,200,[],1
ibosscloud.com,TRUE,4009,200,[],0
windows.net,TRUE,10076,200,"['real', 'trusted', 'fast']",0
u1965047.plsk.regruhosting.ru/236/,TRUE,5442,200,"['gift', 'seller']",1
u1965047.plsk.regruhosting.ru/121/,TRUE,5442,200,[],1
atlassian.net,TRUE,8028,200,"['real', 'trusted', 'fast']",0
u1965047.plsk.regruhosting.ru/218/,TRUE,5442,200,[],1
bbc.co.uk,TRUE,9719,200,"['gift', 'real', 'fast']",0
hp.com,TRUE,13523,200,"['fraud', 'seller', 'buyer']",0
u1965047.plsk.regruhosting.ru/92/,TRUE,5442,200,[],1
aol-107075.weeblysite.com/,FALSE,3736,404,[],1
www.ryuetoday.com/sanjin/client/index.php,TRUE,306,200,"['phishing', 'real']",1
imgsmail.ru,TRUE,5224,200,"['real', 'fast']",0
u1965047.plsk.regruhosting.ru/17/,TRUE,5442,200,[],1
fin.ag,TRUE,2097,200,[],0
trustarc.com,TRUE,3897,200,['fast'],0
u1965047.plsk.regruhosting.ru/226/,TRUE,5442,200,[],1
nike.com,TRUE,10235,200,"['gift', 'real', 'seller']",0
ipfs.io/ipfs/QmUCnkWdf81paK7EWLJMqqvxnw8GRmKvPpJiYvZKkB5mS2?filename=QX7DUXEYG4Y3QQ3.html,TRUE,3222,200,[],1
magacess4103.carvabusca.com/?gclid=EAIaIQobChMIw4GI95zP_QIVqWpvBB2h0AS-EAAYAyAAEgLlePD_BwE,FALSE,42,403,[],1
utoronto.ca,TRUE,8200,200,"['real', 'trusted']",0
instacart.com,TRUE,9628,200,"['spam', 'gift', 'real', 'trusted', 'fast']",0
www.direct3.smbc.co.jp.aib.hubisvip.com/sanjin/client/index.php,FALSE,123,404,[],1
paynejoseph.com/newweek/Indexxatt.htm,TRUE,107,200,[],1
docs.google.com/presentation/d/e/2PACX-1vTqm9rQqHuvM4DLwMAVKINocsFDPzLJyt3xQHQF7lrKzujhFwNuHkPWajGH1rnlnzMuSYwnjNgiyTYn/pub?start=false&amp;loop=false&amp;delayms=3000,TRUE,9310,200,[],1
google.pl,TRUE,7479,200,['trusted'],0
direct.smbcc-co-jp.zhuronggn.com/ibg/client/home.php,TRUE,327,200,"['phishing', 'real']",1
thesun.co.uk,TRUE,9428,200,"['gift', 'real', 'seller']",0
u1965047.plsk.regruhosting.ru/152/,TRUE,5442,200,[],1
www.eki-andto-co.jp.zsszxdl.com.cn/,FALSE,181,403,[],1
wissipss.samcart.com/products/espawiss,FALSE,3399,403,[],1
refreshdailyessentials.com/wp-content/mu-plugins/wadu/81c5d/,FALSE,592,406,[],1
google.co.uk,TRUE,8792,200,['trusted'],0
mparticle.com,TRUE,3905,200,"['real', 'trusted', 'fast']",0
healthline.com,TRUE,6773,200,"['scam', 'real', 'trusted', 'fast']",0
appier.net,TRUE,3918,200,"['fraud', 'real', 'buyer', 'fast']",0
mob.com,TRUE,10456,200,['gift'],0
sites.google.com/view/xvhfefef/bt-business,TRUE,9310,200,"['gift', 'trusted']",1
quora.com,TRUE,8382,200,"['spam', 'gift', 'real']",0
aliexpress.com,TRUE,6174,200,"['gift', 'seller', 'buyer']",0
u1965047.plsk.regruhosting.ru/219/,TRUE,5442,200,"['gift', 'seller']",1
4.fo/f_P4Zn_,FALSE,2659,400,[],1
alibaba.com,TRUE,8732,200,"['gift', 'real', 'seller', 'buyer', 'fast']",0
ount.blamerdian.com/jp,FALSE,354,200,[],1
digitaltrends.com,TRUE,7221,200,"['spam', 'scam', 'gift', 'real', 'legit', 'fast']",0
office.com,TRUE,8727,200,"['gift', 'real']",0
redbull.com,TRUE,9197,200,"['fraud', 'real', 'fast']",0
substack.com,TRUE,4702,200,"['spam', 'gift', 'real', 'seller', 'fast']",0
galaxydata.ru,TRUE,3960,200,['fast'],0
rivalesports.net,TRUE,32,200,['trusted'],1
spankbang.com,FALSE,4404,403,[],0
ubuntu.com,TRUE,6861,200,"['real', 'fast']",0
fapello.com,TRUE,517,200,[],0
note-secure.myportfolio.com/,TRUE,9358,200,[],1
u1965047.plsk.regruhosting.ru/257/,TRUE,5442,200,"['gift', 'seller']",1
actionverb.com,TRUE,7488,200,"['real', 'trusted', 'seller', 'fast']",0
u1965047.plsk.regruhosting.ru/87/,TRUE,5442,200,"['gift', 'seller']",1
cpanel.net,TRUE,8155,200,['trusted'],0
aruba.pick2app-auth.com/,TRUE,2,200,[],1
alphacollagen.com/wp-includes/images/wlw/content/content.php,FALSE,2617,500,[],1
gsmarena.com,TRUE,8305,200,"['real', 'buyer']",0
hanime1.me,FALSE,961,403,[],0
onet.pl,TRUE,9759,200,"['real', 'legit']",0
msi.com,TRUE,11485,200,[],0
people.com,TRUE,10510,200,"['gift', 'surprise', 'real', 'buyer', 'fast']",0
reau6thxgm.z13.web.core.windows.net/,FALSE,10077,400,[],1
sabochi.info/sosilent/ert/,TRUE,32,200,[],1
markmonitor.com,FALSE,8724,403,[],0
otm-r.com,TRUE,3342,200,['fraud'],0
u1965047.plsk.regruhosting.ru/76/,TRUE,5442,200,[],1
direct.smbcc-co-jp.djewelrynai.com/ibg/client/home.php,TRUE,300,200,"['phishing', 'real']",1
webs-onlineamzn-authcstmrinfngntt.vantechddns.com/?vrfy,TRUE,3632,200,"['scam', 'fraud', 'phishing', 'real', 'seller']",1
uyyosn.ygto.com/,FALSE,7782,200,[],1
u1965047.plsk.regruhosting.ru/63/,TRUE,5442,200,[],1
dingtalk.com,TRUE,3176,200,[],0
mi.com,TRUE,8892,200,['real'],0
amazontrust.com,TRUE,5784,200,[],0
u1965047.plsk.regruhosting.ru/184/,TRUE,5442,200,[],1
elastic.co,TRUE,4618,200,"['real', 'buyer', 'fast']",0
u1965047.plsk.regruhosting.ru/74/,TRUE,5442,200,[],1
cm38039.tw1.ru/dzqefsrgt/Or22/Orange22/,TRUE,6100,200,[],1
paypal-support.com.desenvolvedortheosbank.com.br/login.php?cmd=,FALSE,139,406,[],1
walmart.com,TRUE,10244,200,"['gift', 'seller']",0
elpais.com,TRUE,8042,200,"['gift', 'real', 'trusted']",0
entrust.net,TRUE,9358,200,"['trusted', 'fast']",0
u1965047.plsk.regruhosting.ru/248/,TRUE,5442,200,[],1
notion.so,TRUE,2903,200,"['real', 'trusted', 'fast']",0
magacadastro.com/etc.clientlibs/sharedcomponents/clientlibs/clientlib-vendor/jquery-ui/css/images/ui-icons_555555_256x240.html,TRUE,4,200,['real'],1
rbc.ru,TRUE,8999,200,"['gift', 'real']",0
u1965047.plsk.regruhosting.ru/122/,TRUE,5442,200,"['gift', 'seller']",1
stage2sports.com/wp-content/uploads/sharepoint.com.axp/sharefile/cda.php?id=f83484181db447a2b2fc33c17cd8a22bf83484181db447a2b2fc33c17cd8a22b&amp;session=f83484181db447a2b2fc33c17cd8a22bf83484181db447a2b2fc33c17cd8a22b,TRUE,185,200,[],1
www.direct3.smbc.co.jp.aib.yamaxunte.com/ibg/client/home.php,TRUE,105,200,"['phishing', 'real']",1
u1965047.plsk.regruhosting.ru/124/,TRUE,5442,200,[],1
expertappliance.com/sbbch/,TRUE,8692,200,[],1
unsplash.com,TRUE,3573,200,[],0
u1965047.plsk.regruhosting.ru/263/,TRUE,5442,200,[],1
formulario.bnicolombia.com/,TRUE,3563,200,['real'],1
change.org,TRUE,10280,200,[],0
www.oxfordidiomas.com.br/wp-includes/widgot/login.htm,TRUE,936,200,[],1
chinadaily.com.cn,FALSE,9516,403,[],0
woocommerce.com,TRUE,4810,200,"['fraud', 'gift', 'real', 'trusted', 'fast']",0
arubanetworks.com,TRUE,7704,200,['fast'],0
tass.ru,TRUE,5088,200,[],0
jooeri.com/bnl/BNL/,TRUE,717,200,['gift'],1
u1965047.plsk.regruhosting.ru/35/,TRUE,5442,200,"['gift', 'seller']",1
inc-103235.weeblysite.com/,FALSE,3736,404,[],1
u1965047.plsk.regruhosting.ru/213/,TRUE,5442,200,"['gift', 'seller']",1
u1965047.plsk.regruhosting.ru/250/,TRUE,5442,200,[],1
si.com,FALSE,11937,403,[],0
armorfire.in/wp-admin/china/LinkedInhardxxx/900/index.php,FALSE,915,500,[],1
sweepfrequencydissolved.com,TRUE,49,200,['trusted'],0
www.portoseguro.club/,TRUE,712,200,"['gift', 'real', 'fast']",1
qidian.com,TRUE,7944,200,[],0
amazonvideo.com,TRUE,9466,200,[],0
ipfs.io/ipfs/Qmc6RUH1JgAjX7e14tPd6E1Vnioua7gPFJLgggbV8tZB3x?filename=auto.html,TRUE,3222,200,[],1
u1965047.plsk.regruhosting.ru/39/,TRUE,5442,200,[],1
33across.com,TRUE,5642,200,[],0
u1965047.plsk.regruhosting.ru/62/,TRUE,5442,200,[],1
reset-linkedin.com/signin.php,TRUE,5,200,['spam'],1
jpost.com,FALSE,9659,403,[],0
avast.com,TRUE,9288,200,"['phishing', 'real', 'seller', 'fast']",0
sciencedaily.com,FALSE,9978,403,[],0
u1962992.cp.regruhosting.ru/,FALSE,5442,200,['fast'],1
zoom.com,TRUE,8725,200,"['real', 'trusted']",0
u1965047.plsk.regruhosting.ru/67/,TRUE,5442,200,"['gift', 'seller']",1
ipfs.io/ipfs/bafybeihjq4bwke4wbhrvfyijvamzzd5fs3rtrdfvfdaybb2zrallxth7yy/index.html?err=LKFP76YWRCHMTRQFGTH&dispatch=074&id=89487bbb995BabBa470C4b2b1a6A98,TRUE,3222,200,[],1
uk.com,TRUE,9811,200,"['gift', 'real', 'seller']",0
docs.google.com/forms/d/e/1FAIpQLSf6PnQX1HMG6p62iHlAtD2UwW4pn7BXMAxSKc87eMnGaZzD8A/viewform?usp=send_form,TRUE,9310,200,[],1
rutracker.org,TRUE,4770,200,[],0
www.ketbtm.com/ibg/client/home.php,TRUE,67,200,"['phishing', 'real']",1
cookielaw.org,TRUE,4283,200,[],0
www.direct3.smbc.co.jp.aib.catloag.com/sanjin/client/index.php,FALSE,79,404,[],1
pixabay.com,FALSE,4539,403,[],0
u1965047.plsk.regruhosting.ru/125/,TRUE,5442,200,"['gift', 'seller']",1
u1965047.plsk.regruhosting.ru/146/,TRUE,5442,200,[],1
express.co.uk,TRUE,9719,200,"['gift', 'surprise', 'trusted']",0
u1965047.plsk.regruhosting.ru/240/,TRUE,5442,200,[],1
comm.comnet-au.com/loading.php,TRUE,4,200,[],1
hh.ru,FALSE,8397,404,[],0
u1965047.plsk.regruhosting.ru/83/,TRUE,5442,200,[],1
ringcentral.com,TRUE,8711,200,"['spam', 'fraud', 'real', 'fast']",0
u1965047.plsk.regruhosting.ru/222/,TRUE,5442,200,[],1
rangesolicitors.co.uk/cm/index.htm,FALSE,4134,406,[],1
docs.google.com/forms/d/e/1FAIpQLSfAvDVvigtXWCDGiNXKz_SN2JthVEACedvkne_yyLQCj2Gjlg/viewform?usp=send_form,TRUE,9310,200,[],1
direct3.smbc.co.jp.xhzqf.com,TRUE,175,200,"['phishing', 'real']",1
tiktokv.com,FALSE,1999,404,[],0
aboutads.info,TRUE,4907,200,[],0
t.co/E7TpYnRvOl,TRUE,4703,200,[],1
vice.com,TRUE,9419,200,['real'],0
brave.com,TRUE,10037,200,"['phishing', 'real', 'fast']",0
mercari.com,FALSE,6813,403,[],0
netease.com,FALSE,9103,200,[],0
douyu.com,TRUE,7759,200,['real'],0
deepintent.com,FALSE,3709,403,[],0
attnews0.godaddysites.com/,TRUE,3401,200,"['real', 'seller']",1
myequinestudies.com/,TRUE,325,200,['gift'],1
note.com,TRUE,10175,200,"['gift', 'seller']",0
coursera.org,TRUE,4077,200,['real'],0
u1965047.plsk.regruhosting.ru/170/,TRUE,5442,200,[],1
u1965047.plsk.regruhosting.ru/41/,TRUE,5442,200,[],1
www.xdatbtm.com/sanjin/client/index.php,FALSE,18,404,[],1
khanacademy.org,TRUE,6206,200,"['real', 'trusted', 'fast']",0
bitrix24.ru,TRUE,4427,200,[],0
apple.com,TRUE,13170,200,"['gift', 'seller']",0
magento.cloud,TRUE,2601,200,['gift'],0
fandom.com,TRUE,9648,200,"['real', 'fast']",0
u1965047.plsk.regruhosting.ru/160/,TRUE,5442,200,"['gift', 'seller']",1
u1965047.plsk.regruhosting.ru/30/,TRUE,5442,200,[],1
force.com,TRUE,11619,200,"['real', 'trusted', 'fast']",0
sumup.com,TRUE,6968,200,"['gift', 'real', 'trusted']",0
fdsjkgb.shop/,TRUE,320,200,[],1
kakao.com,TRUE,9569,200,[],0
lync.com,TRUE,10218,200,"['fraud', 'gift', 'real', 'fast']",0
pusher.com,TRUE,9413,200,"['real', 'trusted', 'fast']",0
u1965047.plsk.regruhosting.ru/171/,TRUE,5442,200,"['gift', 'seller']",1
vimeo.com,TRUE,6661,200,"['real', 'trusted']",0
tinyurl.com/bperareautenti,TRUE,7715,200,"['spam', 'scam', 'fraud']",1
www.barrierfreerealtors.com/nsiftrsa/michal/loga/sms.php,FALSE,1337,406,[],1
bing.com,TRUE,9904,200,"['real', 'trusted', 'fast']",0
oreilly.com,TRUE,9420,200,['real'],0
www.mautbtm.com/sanjin/client/index.php,FALSE,18,404,[],1
ount.autopoetser.com/jp,TRUE,362,200,[],1
buzzfeed.com,TRUE,7522,200,"['gift', 'surprise', 'real', 'fast']",0
jastore.shop/red/ch_sbb/,FALSE,327,406,[],1
u1965047.plsk.regruhosting.ru/207/,TRUE,5442,200,[],1
abit.ly/zncfrz,TRUE,1348,200,[],1
